cell,GLM,NN-DeepSharedDeepHead-TL-CNN,NN-DeepSharedDeepHead-TL-MLP,NN-DeepSharedDeepHead-TL-RNN,NN-DeepSharedShallowHead-TL-CNN,NN-DeepSharedShallowHead-TL-MLP,NN-DeepSharedShallowHead-TL-RNN,NN-PerCell-CNN,NN-PerCell-MLP,NN-PerCell-RNN,NN-ShallowSharedDeepHead-TL-CNN,NN-ShallowSharedDeepHead-TL-MLP,NN-ShallowSharedDeepHead-TL-RNN,XGBoost
17,0.00693767232890008,0.03375596309280737,0.03899896129827163,0.030839576692609838,0.02364414593941433,0.03404030338259545,0.021650998387998555,-0.00946574163958891,0.028803415423973577,0.015914130889194134,0.01769624798997471,0.035988872495200996,0.02951901749203678,0.0253972237423995
18,0.02612644892891114,0.05216494387865578,0.03656623115260449,0.06587654794800468,0.04873083297804448,0.03738929228668064,0.03525908209781836,-0.0012123970109767512,0.06689021822010288,-0.009511287580900696,0.04705715217396644,0.03922180681000431,0.06752595427313068,0.06331789602618154
19,-0.007715873283799635,0.023899057852660444,-0.007638276798090038,0.02207713314194082,0.004397675719751026,0.005040985618583238,-0.010699161962113957,-0.003465357481880149,-0.0010954915192089576,0.028843765633748242,0.0018793552229193766,-0.007764780611085875,0.018928911856368802,0.005049121578984406
20,-0.04570032731173379,0.22274147921627618,0.23517050539399842,0.22068237869657004,0.22636794930347626,0.2202092313828924,0.14474511069204943,-0.1911014910219453,0.25325786133278816,-0.12512281077789345,0.20682490383372876,0.19359516929851028,0.2128816111994729,0.22065553775625435
21,-0.011297198005948195,0.005955083165661068,-0.004888758197015175,0.010406063630671536,0.004228600513043412,-0.00235508153842523,0.0013819341133329832,-0.007816963390000264,-0.011989193116269448,0.022688122169606695,-0.0033759148475758227,-0.008712405318642036,0.0064071569865910005,-0.04826088410957241
22,0.03853449521034069,0.08895447101490428,0.06795079878135313,0.074113861222602,0.052409464583049514,0.0591553954605053,0.029467233164209516,-9.411507698287025e-06,0.03527176970696766,-0.003237132772655027,0.06584127931247286,0.05369859262840182,0.07742510467226771,0.06083248372197292
23,0.009955848272170664,0.04430430076128278,0.029010418640589286,0.03828758398645349,0.0234620834207091,0.024944669675290854,0.022055070423563805,-0.003619088652969893,0.01916196285864258,0.05275918553535908,0.02412642721931857,0.02434234678841607,0.04010788529586473,0.02539430697179368
24,-0.013790215874309952,0.002560314183519208,-0.02760119087858004,-0.011025569984532968,-0.018337698373689593,-0.02830733567941901,-0.01862638562257324,-0.0106181250135442,-0.020392467978183504,-0.0153942948089274,-0.03294736852055902,-0.022205183105765913,-0.012704122292527265,-0.015102961655798497
25,0.013884923783505032,0.04390561486677058,0.023814581125892076,0.03493219686946081,0.0334017573364942,0.010313666932954546,0.009528037646063137,-0.0018068243940496664,0.01623836929241329,0.03164674261901912,0.02517225917482535,0.017071967449702297,0.0395763596298504,0.04167643300049895
26,0.019666484051119704,0.05478142617352677,0.06046000971270038,0.10486101136316117,0.05801813637753128,0.038785146978584595,0.09359685272483564,0.03583975595698097,0.028191038299607563,-0.0011528390446984282,0.05710417036448279,0.047854470016726824,0.093217530510591,0.09863909694192541
